Time,X,Y,Vx,Vy,Ax,Ay
7.52,12.02177,-6.888258,3.893059,0.9187428,-0.4884124,2.121213
7.54,12.09963,-6.873807,3.864907,1.030773,-1.407635,5.601529
7.56,12.17693,-6.857116,3.849268,1.08772,-0.7819414,2.84735
7.58,12.25392,-6.839285,3.839386,1.122102,-0.4940867,1.719105
7.6,12.33071,-6.820767,3.840524,1.118203,0.05687475,-0.1949906
7.62,12.40752,-6.802327,3.839152,1.122903,-0.06856918,0.2349913
7.64,12.4843,-6.783793,3.846786,1.096467,0.3816724,-1.321787
7.66,12.56124,-6.765788,3.859042,1.052518,0.6128073,-2.197415
7.68,12.63842,-6.748661,3.889348,0.9343286,1.515305,-5.909497
7.7,12.7162,-6.733899,3.90946,0.8462416,1.005578,-4.404348
7.72,12.79439,-6.720898,3.945547,0.657768,1.804376,-9.423682
7.74,12.8733,-6.711666,3.973386,0.4606571,1.391935,-9.855542
7.76,12.95277,-6.706377,3.982087,0.3781321,0.4350543,-4.126251
7.78,13.03241,-6.702738,3.991557,0.2597501,0.4735231,-5.919102
7.8,13.11224,-6.701468,3.99662,0.1644022,0.2531409,-4.767393
7.82,13.19218,-6.702104,3.998702,0.1018787,0.1041055,-3.126177
7.84,13.27215,-6.70399,3.999421,0.06806746,0.03592968,-1.690561
7.86,13.35214,-6.706553,3.999708,0.04829102,0.01437664,-0.9888219
7.88,13.43213,-6.709511,3.999782,0.04181166,0.003659725,-0.3239682
7.9,13.51213,-6.712599,3.999847,0.03501421,0.003254414,-0.3398726
7.92,13.59213,-6.715823,3.999789,0.04112645,-0.002896786,0.3056122
7.94,13.67212,-6.718924,3.999727,0.04676998,-0.003099442,0.2821762
7.96,13.75212,-6.721913,3.999662,0.0519808,-0.003230572,0.260541
7.98,13.83211,-6.724797,3.999597,0.05679164,-0.003266335,0.2405424
8,13.9121,-6.727585,3.999531,0.06123286,-0.003278255,0.2220608
8.02,13.99209,-6.730285,3.999466,0.0653325,-0.003242493,0.2049821
8.04,14.07208,-6.732902,3.999403,0.06911723,-0.003182888,0.1892366
8.059999,14.15207,-6.735444,3.999341,0.07261027,-0.003099442,0.174652
8.08,14.23206,-6.737916,3.999281,0.07583456,-0.002980232,0.1612145
8.099999,14.31204,-6.740323,3.999223,0.07881001,-0.002884865,0.1487724
8.12,14.39203,-6.742671,3.999168,0.08155666,-0.002753735,0.1373325
8.139999,14.47201,-6.744963,3.999116,0.08409113,-0.002622604,0.1267232
8.16,14.55199,-6.747205,3.999066,0.08643046,-0.002491474,0.1169667
8.179999,14.63197,-6.749401,3.999019,0.08858948,-0.002360344,0.1079511
8.2,14.71195,-6.751553,3.998974,0.09058183,-0.002229214,0.09961762
8.22,14.79193,-6.753665,3.998932,0.09242034,-0.002110004,0.09192526
8.24,14.87191,-6.755741,3.998201,0.1199531,-0.03656149,1.37664
8.26,14.95188,-6.757266,3.996274,0.1726172,-0.09635687,2.633202
8.28,15.0318,-6.757738,3.990501,0.2755008,-0.2886415,5.144181
8.3,15.11161,-6.756152,3.984542,0.3513223,-0.2979636,3.791076
8.32,15.1913,-6.753049,3.972802,0.4656662,-0.5869865,5.717193
8.34,15.27076,-6.74766,3.959833,0.5654401,-0.6484389,4.988694
8.36,15.34996,-6.740275,3.953093,0.6107801,-0.3369927,2.267003
8.38,15.42902,-6.731984,3.936738,0.7085859,-0.8177638,4.89029
8.4,15.50775,-6.721736,3.922793,0.7821075,-0.6972313,3.676078
8.42,15.58621,-6.710018,3.908101,0.8524929,-0.7346034,3.51927
8.44,15.66437,-6.696892,3.890852,0.9280473,-0.8624673,3.777722
8.46,15.74219,-6.682255,3.887063,0.9437919,-0.1894712,0.7872283
8.48,15.81993,-6.667303,3.858291,1.055268,-1.43857,5.573792
8.5,15.89709,-6.650122,3.834493,1.138709,-1.189888,4.172075
8.52,15.97378,-6.631271,3.793314,1.269161,-2.058971,6.522566
8.54,16.04965,-6.609812,3.764915,1.351078,-1.419938,4.095894
8.559999,16.12495,-6.586715,3.724832,1.457953,-2.004158,5.343718
8.58,16.19945,-6.56148,3.661391,1.610656,-3.172028,7.635159
8.599999,16.27267,-6.53319,3.641409,1.655337,-0.9991288,2.234071
8.62,16.3455,-6.504007,3.573666,1.796917,-3.387141,7.078981
8.639999,16.41698,-6.471993,3.49277,1.949501,-4.044783,7.62921
8.66,16.48683,-6.436927,3.37005,2.154708,-6.136036,10.26034
8.679999,16.55423,-6.397757,3.141695,2.475834,-11.41774,16.0563
8.7,16.61707,-6.352164,2.641918,3.003376,-24.98884,26.37713
8.72,16.6699,-6.29602,2.282599,3.284774,-17.96596,14.06989
8.74,16.71556,-6.234249,1.677798,3.631115,-30.24005,17.31702
8.76,16.74911,-6.16555,1.412453,3.742323,-13.26727,5.560398
8.78,16.77736,-6.094628,0.6958615,3.939007,-35.82956,9.834218
8.8,16.79128,-6.019772,0.1941819,3.995284,-25.08398,2.813828
8.82,16.79516,-5.94379,-0.1687285,3.99644,-18.14552,0.05780458
8.84,16.79179,-5.867785,-0.2329706,3.99321,-3.212105,-0.1615047
8.86,16.78713,-5.791845,-0.3229305,3.986943,-4.497996,-0.3133178
8.88,16.78067,-5.71603,-0.3930841,3.980639,-3.507681,-0.3152251
8.9,16.77281,-5.640341,-0.4489357,3.974727,-2.792578,-0.2955794
8.92,16.76383,-5.564771,-0.4412453,3.975588,0.3845215,0.0430584
8.94,16.75501,-5.489183,-0.5079055,3.967623,-3.333014,-0.3982663
8.96,16.74485,-5.413754,-0.5321279,3.964447,-1.211116,-0.1588106
8.98,16.73421,-5.338389,-0.5838128,3.957166,-2.584249,-0.3640413
9,16.72253,-5.26317,-0.6846434,3.940973,-5.041531,-0.8096695
9.02,16.70884,-5.188275,-0.7448382,3.93004,-3.00974,-0.5466223
9.04,16.69394,-5.113598,-0.7618006,3.926787,-0.8481175,-0.1626372
9.059999,16.69084,-5.043194,-0.822256,3.914575,-3.022772,-0.6106257
9.08,16.67691,-4.969321,-0.8487332,3.90892,-1.323858,-0.2827644
9.099999,16.66082,-4.895216,-0.9678496,3.881142,-5.955822,-1.38886
9.12,16.64316,-4.821486,-1.04172,3.861971,-3.693515,-0.9585738
9.139999,16.62459,-4.74798,-1.094885,3.847236,-2.658248,-0.7367253
9.16,16.60476,-4.674819,-1.319575,3.776072,-11.23451,-3.558207
9.179999,16.5816,-4.602641,-1.50692,3.705292,-9.367257,-3.539002
9.2,16.55423,-4.531974,-1.602062,3.66516,-4.757101,-2.006614
9.22,16.52403,-4.462472,-2.037338,3.442275,-21.76377,-11.14426
9.24,16.48329,-4.397551,-2.501869,3.121001,-23.22659,-16.06368
9.26,16.43325,-4.339055,-2.633018,3.011182,-6.557429,-5.490959
9.28,16.38059,-4.282755,-2.962872,2.687265,-16.49268,-16.19586
9.3,16.32133,-4.232934,-3.219677,2.373538,-12.84026,-15.68636
9.32,16.25694,-4.189387,-3.284101,2.283568,-3.221214,-4.498506
9.34,16.19126,-4.14764,-3.462693,2.002438,-8.929599,-14.05648
9.36,16.122,-4.111515,-3.506459,1.924772,-2.188289,-3.883314
9.38,16.05187,-4.076943,-3.617934,1.706035,-5.57375,-10.93684
9.4,15.97952,-4.046747,-3.663969,1.604783,-2.301776,-5.062604
9.42,15.90624,-4.018575,-3.707662,1.501082,-2.184618,-5.185062
9.44,15.83208,-3.992478,-3.774318,1.324585,-3.332818,-8.824843
9.46,15.7566,-3.96991,-3.873447,0.9982035,-4.956436,-16.31907
9.48,15.67913,-3.95387,-3.923063,0.7807538,-2.480805,-10.87248
9.5,15.60067,-3.942179,-3.9413,0.6827551,-0.9118557,-4.899934
9.52,15.52184,-3.932448,-3.982303,0.3758507,-2.050149,-15.34522
9.54,15.44219,-3.928855,-3.999461,-0.06563669,-0.8579254,-22.07437
9.559999,15.3622,-3.934091,-3.966063,-0.5199431,1.669908,-22.71532
9.58,15.28288,-3.948414,-3.780907,-1.305658,9.257806,-39.28572
9.599999,15.20727,-3.978451,-3.556817,-1.830041,11.20449,-26.21917
9.62,15.13613,-4.018976,-3.366075,-2.160912,9.537125,-16.54354
9.639999,15.06881,-4.066118,-2.901293,-2.753634,23.23909,-29.6361
9.66,15.00965,-4.055478,-2.430687,-3.176753,23.53029,-21.15595
9.679999,14.96427,-4.052793,-1.982391,-3.474209,22.41482,-14.8728
9.7,14.90963,-4.071175,-1.598429,-3.666746,19.19807,-9.626842
9.719999,14.86111,-4.085407,-1.269641,-3.793153,16.43944,-6.320381
9.74,14.81924,-4.098031,-1.127288,-3.837867,7.117653,-2.235687
9.76,14.78191,-4.112542,-0.8261119,-3.913763,15.05879,-3.794789
9.78,14.75022,-4.12458,-0.5515597,-3.96179,13.72761,-2.401376
9.8,14.72479,-4.135991,-0.4058714,-3.979355,7.284416,-0.8782506
9.82,14.70308,-4.147649,-0.1859367,-3.995676,10.99673,-0.8160472
9.84,14.68529,-4.156909,-0.08546619,-3.999087,5.023527,-0.1705289
9.86,14.66942,-4.165256,-0.06239308,-3.999513,1.153656,-0.02132654
9.88,14.65411,-4.173562,-0.08941676,-3.999,-1.351184,0.02565384
9.9,14.63843,-4.182365,-0.1147407,-3.998354,-1.266195,0.03230572
9.92,14.60985,-4.214841,-0.1262397,-3.998007,-0.5749512,0.01734495
9.94,14.58118,-4.247534,-0.1372196,-3.997646,-0.5489938,0.01808405
9.96,14.55242,-4.280423,-0.1476802,-3.997273,-0.52303,0.01863241
9.98,14.52353,-4.31346,-0.1575869,-3.996895,-0.4953362,0.01891851
10,14.52038,-4.397322,-0.1974663,-3.995123,-1.993969,0.08858442
10.02,14.47875,-4.442108,-0.1918027,-3.995399,0.2831802,-0.01379251
10.04,14.44299,-4.490141,-0.1930621,-3.995338,-0.06297231,0.003027916
10.06,14.43913,-4.573972,-0.2324647,-3.993239,-1.97013,0.1049519
10.08,14.42179,-4.6497,-0.254912,-3.991869,-1.122365,0.06849766
10.1,14.40484,-4.725763,-0.2772836,-3.990378,-1.118578,0.07457733
10.12,14.39929,-4.809495,-0.313338,-3.987708,-1.802723,0.1334667
10.14,14.39302,-4.893173,-0.346332,-3.984978,-1.6497,0.1364946
10.16,14.3861,-4.976797,-0.3939948,-3.980549,-2.38314,0.2214789
10.18,14.37822,-5.060332,-0.4245823,-3.977402,-1.529372,0.1573205
10.2,14.36973,-5.143804,-0.4535114,-3.974208,-1.446454,0.1597285
10.22,14.36066,-5.227212,-0.4808197,-3.970996,-1.365417,0.1605749
10.24,14.35104,-5.310556,-0.5065536,-3.967796,-1.286697,0.1600385
10.26,14.34091,-5.393836,-0.5307663,-3.964629,-1.210633,0.1583099
10.28,14.33029,-5.477053,-0.5535097,-3.961518,-1.137167,0.1555562
10.3,14.31922,-5.560207,-0.5748373,-3.95848,-1.066384,0.1519203
10.32,14.30773,-5.643301,-0.594812,-3.955528,-0.9987324,0.1476169
10.34,14.29583,-5.726336,-0.6134916,-3.952674,-0.9339809,0.1426935
10.36,14.28356,-5.809313,-0.6309384,-3.949926,-0.8723408,0.1373649
10.38,14.27094,-5.892235,-0.6472086,-3.947293,-0.813511,0.1316667
10.4,14.258,-5.975105,-0.6623679,-3.944777,-0.7579654,0.1257896
10.42,14.24475,-6.057925,-0.6764727,-3.942383,-0.7052392,0.11971
10.44,14.23122,-6.140697,-0.6895834,-3.940111,-0.6555349,0.1136065
10.46,14.21743,-6.223423,-0.7017553,-3.937961,-0.6085962,0.1074791
10.48,14.20339,-6.306106,-0.7130437,-3.935933,-0.5644202,0.1014113
10.5,14.18913,-6.388748,-0.7235039,-3.934024,-0.5230069,0.09547472
10.52,14.17466,-6.471353,-0.7331889,-3.93223,-0.484249,0.08966923
10.54,14.16,-6.553921,-0.7421451,-3.930549,-0.4478127,0.08404255
10.56,14.14515,-6.636456,-0.7504231,-3.928977,-0.4138976,0.07859468
10.58,14.13015,-6.718959,-0.7580655,-3.92751,-0.3821224,0.0733614
10.6,14.11498,-6.801434,-0.7651185,-3.926142,-0.3526479,0.06839037
10.62,14.09968,-6.883881,-0.7716212,-3.92487,-0.3251344,0.06363392
10.64,14.08425,-6.966302,-0.7776144,-3.923687,-0.2996594,0.05915165
10.66,14.0687,-7.0487,-0.7646217,-3.926239,0.649634,-0.1276255
10.68,14.0534,-7.131149,-0.7328972,-3.932285,1.586226,-0.3022671
10.7,14.03875,-7.213718,-0.701426,-3.93802,1.573557,-0.2867699
10.72,14.02472,-7.296403,-0.6701972,-3.943455,1.561442,-0.2717376
10.74,14.01131,-7.379196,-0.5814692,-3.957511,4.436398,-0.7028103
10.76,13.99968,-7.46227,-0.5326403,-3.964378,2.441448,-0.3433585
10.78,13.98903,-7.545482,-0.4251312,-3.977344,5.375455,-0.648284
10.8,13.98053,-7.628953,-0.3586829,-3.983886,3.322414,-0.3270984
10.82,13.97336,-7.712554,-0.2727995,-3.990687,4.29417,-0.3400445
10.84,13.9679,-7.796292,-0.2485723,-3.992269,1.211357,-0.07910728
10.86,13.96293,-7.880061,-0.1631599,-3.996671,4.270624,-0.220108
10.88,13.95966,-7.963919,-0.0998114,-3.998754,3.167424,-0.1041651
10.9,13.95767,-8.047818,0.004923121,-3.999997,5.236726,-0.06213188
10.92,13.95777,-8.131742,0.1083834,-3.998531,5.173015,0.07328987
10.94,13.95993,-8.215637,0.1911483,-3.99543,4.138242,0.1550436
10.96,13.96376,-8.29947,0.3818268,-3.981735,9.53393,0.6847858
10.98,13.97139,-8.383029,0.7340758,-3.932065,17.61245,2.483487
11,13.98608,-8.465594,0.881996,-3.901549,7.39601,1.525807
11.02,14.00372,-8.547549,1.229049,-3.8065,17.35263,4.752445
11.04,14.0283,-8.627604,2.250984,-3.306519,51.09679,24.99905
11.06,14.07332,-8.697658,2.725263,-2.927958,23.71395,18.92803
11.08,14.12782,-8.76014,3.168349,-2.441631,22.15428,24.31636
11.1,14.19119,-8.812897,3.412578,-2.086699,12.21144,17.74662
11.12,14.25944,-8.858555,3.464624,-1.999094,2.602315,4.380226
11.14,14.32873,-8.902461,3.621608,-1.698222,7.849169,15.04362
11.16,14.29403,-8.919983,3.755755,-1.376338,6.70737,16.09419
11.18,14.29364,-8.922099,3.776628,-1.317983,1.043665,2.917778
11.2,14.29348,-8.922879,3.850201,-1.084414,3.678632,11.67845
11.22,14.29348,-8.922879,3.868777,-1.016153,0.9287953,3.413022
11.24,14.29348,-8.922879,3.881268,-0.9673462,0.6245613,2.440351
11.26,14.37111,-8.94615,3.890284,-0.9304234,0.4508138,1.846138
11.28,14.31146,-8.960872,3.902014,-0.8799344,0.5864978,2.524451
11.3,14.30736,-8.961994,3.897975,-0.8976564,-0.2019405,-0.8861005
11.32,14.30493,-8.962542,3.89803,-0.8974202,0.002717972,0.01181066
11.34,14.30367,-8.962689,3.897822,-0.8983239,-0.01040697,-0.0451833
11.36,14.30292,-8.96273,3.885955,-0.9483424,-0.5933285,-2.500925
11.38,14.30185,-8.963109,3.875391,-0.9906297,-0.5282164,-2.114365
11.4,14.3096,-8.984938,3.87014,-1.010947,-0.2625227,-1.015866
11.42,14.3172,-9.007288,3.86527,-1.029411,-0.2435088,-0.9231985
11.44,14.32507,-9.029969,3.860683,-1.046483,-0.2293468,-0.8535802
11.46,14.33316,-9.052963,3.856371,-1.062263,-0.2156138,-0.7890403
11.48,14.34145,-9.07625,3.842375,-1.111825,-0.6997943,-2.478063
11.5,14.35021,-9.100509,3.803745,-1.237546,-1.931489,-6.286085
11.52,14.42628,-9.129184,3.743951,-1.40813,-2.989709,-8.529186
11.54,14.47356,-9.179675,3.728107,-1.449557,-0.7921815,-2.071327
11.56,14.54786,-9.213283,3.687552,-1.549826,-2.027774,-5.013472
11.58,14.62161,-9.248203,3.663159,-1.606632,-1.219654,-2.840286
11.6,14.69487,-9.28426,3.6426,-1.652715,-1.027966,-2.304178
11.62,14.76772,-9.321239,3.633331,-1.672992,-0.4634142,-1.013839
11.64,14.84039,-9.358623,3.624467,-1.692111,-0.4432321,-0.9559512
11.66,14.91288,-9.396389,3.618762,-1.704278,-0.285244,-0.608331
11.68,14.98525,-9.434399,3.627998,-1.684526,0.4618287,0.9875894
11.7,15.05781,-9.472013,3.665438,-1.601427,1.871967,4.154956
11.72,15.13112,-9.507966,3.721196,-1.467208,2.787924,6.710953
11.74,15.20555,-9.541234,3.823174,-1.176155,5.098879,14.55263
11.76,15.28201,-9.568681,3.914418,-0.8230022,4.562199,17.65765
11.78,15.3603,-9.589065,3.950593,-0.6267491,1.808763,9.812654
11.8,15.43931,-9.605523,3.978316,-0.4159334,1.386154,10.54079
11.82,15.51888,-9.617765,3.995059,-0.1987416,0.8371711,10.85959
11.84,15.59878,-9.625665,3.997061,-0.1533019,0.1000881,2.271986
11.86,15.67872,-9.632655,3.999239,-0.07800685,0.1088977,3.764752
11.88,15.7587,-9.63814,3.999266,-0.0766127,0.001347065,0.06970726
11.9,15.83869,-9.643596,3.999312,-0.07417195,0.00231266,0.1220379
11.92,15.91868,-9.649003,3.998749,-0.1000419,-0.02818108,-1.293499
11.94,15.99865,-9.654928,3.998072,-0.124176,-0.0338316,-1.206703
11.96,16.07861,-9.661336,3.99731,-0.146669,-0.03809929,-1.124653
11.98,16.15856,-9.668193,3.996487,-0.1676117,-0.04117489,-1.047131
12,16.23849,-9.675469,3.995622,-0.1870911,-0.04321337,-0.973972
12.02,16.3184,-9.683135,3.994733,-0.2051964,-0.04445314,-0.9052657
12.04,16.39829,-9.691163,3.993834,-0.2220091,-0.04495382,-0.8406319
12.06,16.47817,-9.699527,3.992936,-0.2376113,-0.04490614,-0.7801108
12.08,16.55803,-9.708203,3.992049,-0.2520775,-0.04433393,-0.7233106
12.1,16.63787,-9.717169,3.99118,-0.2654833,-0.04346371,-0.67029
12.12,16.7177,-9.726402,3.990335,-0.2778978,-0.04225969,-0.6207243
12.14,16.7975,-9.735885,3.989518,-0.2893859,-0.0408411,-0.574404
12.16,16.87729,-9.745596,3.989893,-0.2841737,0.0187397,0.2606064
12.18,16.95709,-9.755203,3.993397,-0.2297362,0.1752019,2.721874
12.2,17.03696,-9.763722,3.99464,-0.2070127,0.06213188,1.136179
12.22,17.11685,-9.771787,3.998175,-0.1208108,0.1767874,4.310091
12.24,17.19682,-9.778127,3.999827,-0.03719397,0.0825882,4.180843
12.26,17.27681,-9.782795,3.999999,-0.003427065,0.008571148,1.688345
12.28,17.35681,-9.786787,3.99929,0.07538369,-0.03545284,3.940538
12.3,17.4368,-9.789204,3.998158,0.1213605,-0.05655289,2.298842
12.32,17.51676,-9.7907,3.998132,0.1222149,-0.001299381,0.04271641
12.34,17.59672,-9.79218,3.998083,0.1238282,-0.002479553,0.08066595
12.36,17.67669,-9.793628,3.998011,0.1261319,-0.003600121,0.1151852
12.38,17.75665,-9.795029,3.998361,0.1145005,0.01749992,-0.58157
12.4,17.83661,-9.796662,3.998654,0.1037653,0.01465082,-0.5367566
12.42,17.91659,-9.798511,3.998899,0.09386025,0.01223087,-0.4952546
12.44,17.99656,-9.800557,3.999103,0.08472455,0.01020432,-0.4567854
12.46,18.07655,-9.802787,3.999272,0.07630084,0.008487701,-0.421185
12.48,18.15653,-9.805184,3.999413,0.06853421,0.007021427,-0.3883317
12.5,18.23652,-9.807737,3.999529,0.06137671,0.005817413,-0.357875
12.52,18.31651,-9.810433,3.999625,0.05478087,0.004792213,-0.3297921
12.54,18.3965,-9.813262,3.999488,0.06396826,-0.006830692,0.4593698
12.56,18.47649,-9.815907,3.999579,0.05801614,0.004541874,-0.297606
12.58,18.55648,-9.81867,3.999425,0.0678343,-0.007724762,0.4909076
12.6,18.63647,-9.821238,3.998543,0.1079452,-0.0440836,2.005544
12.62,18.71644,-9.823003,3.997824,0.1319347,-0.03596544,1.199474
12.64,18.7964,-9.824288,3.996357,0.1706683,-0.07331371,1.936681
12.66,18.87633,-9.824799,3.99456,0.2085411,-0.08985996,1.89364
12.68,18.95622,-9.824552,3.992453,0.2455994,-0.1053691,1.852916
12.7,19.03607,-9.823564,3.989055,0.2957075,-0.169909,2.505405
12.72,19.11585,-9.821573,3.985049,0.3455154,-0.2002597,2.490395
12.74,19.19555,-9.818587,3.979208,0.4073099,-0.2920628,3.089726
12.76,19.27513,-9.814365,3.974126,0.4542308,-0.2541304,2.346043
12.78,19.35462,-9.809205,3.972141,0.4712743,-0.09925365,0.8521751
12.8,19.43406,-9.803703,3.971819,0.4739772,-0.01608133,0.1351476
12.82,19.5135,-9.798148,3.969689,0.491494,-0.1064777,0.8758366
12.84,19.59289,-9.792242,3.967484,0.5089941,-0.1102924,0.8750066
12.86,19.67224,-9.785986,3.966823,0.5141165,-0.03302097,0.2561212
12.88,19.75158,-9.779628,3.962542,0.5461323,-0.2140522,1.60079
12.9,19.83083,-9.772629,3.961815,0.5513802,-0.03633499,0.2623916
12.92,19.91006,-9.765525,3.961027,0.5570118,-0.03939867,0.2815843
12.94,19.98928,-9.758308,3.960465,0.5609925,-0.02809763,0.1990318
12.96,20.06849,-9.751013,3.961557,0.5532284,0.05459785,-0.3882021
12.98,20.14772,-9.743873,3.96255,0.5460755,0.04962683,-0.3576458
13,20.22697,-9.736876,3.963452,0.5394863,0.04512072,-0.3294587
13.02,20.30624,-9.73001,3.964273,0.5334182,0.04105568,-0.3034055
13.04,20.38553,-9.723266,3.965022,0.5278282,0.03740788,-0.2795041
13.06,20.46483,-9.716633,3.965703,0.5226805,0.03409386,-0.2573848
13.08,20.54414,-9.710103,3.966326,0.5179401,0.0311017,-0.2370179
13.1,20.62347,-9.703669,3.966893,0.5135764,0.02837181,-0.2181828
13.12,20.7028,-9.697321,3.967411,0.5095584,0.02589226,-0.2009004
13.14,20.78215,-9.691053,3.967885,0.5058583,0.02368689,-0.1850069
13.16,20.86151,-9.68486,3.968317,0.502452,0.02163649,-0.1703143
13.18,20.94088,-9.678735,3.970477,0.4850935,0.1079679,-0.8679271
13.2,21.02028,-9.672956,3.975755,0.4397375,0.2639413,-2.267799
13.22,21.0998,-9.668086,3.980409,0.3954022,0.2326846,-2.216765
13.24,21.17941,-9.664102,3.985726,0.3376208,0.2658486,-2.889069
13.26,21.25912,-9.661273,3.98798,0.3098571,0.1127124,-1.388188
13.28,21.33888,-9.658999,3.987851,0.3115142,-0.006449223,0.08285791
13.3,21.41864,-9.656693,3.987732,0.31304,-0.005960464,0.07628649
13.32,21.49839,-9.654357,3.987622,0.3144442,-0.005531311,0.07021427
13.34,21.57815,-9.651992,3.987519,0.315735,-0.005114079,0.06453991
13.36,21.6579,-9.649601,3.987425,0.3169239,-0.004708767,0.05944371
13.38,21.73764,-9.647186,3.987338,0.3180176,-0.004351139,0.05468279
13.4,21.81739,-9.64475,3.987258,0.3190236,-0.004017353,0.05030036
13.42,21.89713,-9.642293,3.987184,0.3199489,-0.003707409,0.04626811
13.44,21.97688,-9.639818,3.987115,0.3208016,-0.003421307,0.04263073
13.46,22.05662,-9.637326,3.987052,0.3215852,-0.003159046,0.03918111
13.48,22.13636,-9.634818,3.986994,0.3223054,-0.002908707,0.03601164
13.5,22.2161,-9.632296,3.98694,0.3229686,-0.002682209,0.03315955
13.52,22.29584,-9.62976,3.986891,0.3235786,-0.002467632,0.03050119
13.54,22.37558,-9.627213,3.986845,0.3241404,-0.002288818,0.02809018
13.56,22.45532,-9.624654,3.986803,0.3246572,-0.002110004,0.02583712
13.58,22.53505,-9.622085,3.986764,0.3251323,-0.00193119,0.02375543
13.6,22.61479,-9.619506,3.986728,0.3255693,-0.001788139,0.02184957
13.62,22.69452,-9.616919,3.986696,0.3259717,-0.001633167,0.02011955
13.64,22.77426,-9.614323,3.986665,0.3263405,-0.001513958,0.01844168
13.66,22.85399,-9.61172,3.986638,0.3266815,-0.001394749,0.0170514
13.68,22.93372,-9.609111,3.986612,0.3269946,-0.001275539,0.01565218
13.7,23.01346,-9.606495,3.986588,0.3272821,-0.001180172,0.01437813
13.72,23.09319,-9.603873,3.986567,0.3275471,-0.001096725,0.01324713
13.74,23.17292,-9.601246,3.986547,0.3277902,-0.0009894371,0.01215786
13.76,23.25265,-9.598614,3.986528,0.3280139,-0.0009298325,0.01118183
13.78,23.33238,-9.595978,3.986511,0.3282209,-0.000846386,0.01035184
13.8,23.41211,-9.593337,3.986495,0.3284102,-0.0007867813,0.009465218
13.82,23.49184,-9.590693,3.986481,0.3285842,-0.0007152557,0.008700788
13.84,23.57157,-9.588045,3.986468,0.3287453,-0.000667572,0.008055568
13.86,23.6513,-9.585394,3.986456,0.3288925,-0.0005960464,0.007356703
13.88,23.73103,-9.58274,3.986445,0.3290277,-0.0005602837,0.006763637
13.9,23.81076,-9.580083,3.986434,0.3291527,-0.0005125999,0.006248057
13.92,23.89049,-9.577424,3.986425,0.3292681,-0.0004768372,0.005768239
13.94,23.97021,-9.574762,3.986416,0.3293742,-0.0004410744,0.005306304
13.96,24.04994,-9.572099,3.986408,0.3294715,-0.0004053116,0.004863739
13.98,24.12967,-9.569433,3.986401,0.329561,-0.0003695488,0.004477799
14,24.2094,-9.566766,3.986394,0.329643,-0.000333786,0.004097819
14.02,24.28913,-9.564096,3.986387,0.3297179,-0.0003218651,0.003747642
14.04,24.36885,-9.561426,3.986382,0.3297881,-0.0002741814,0.003507733
14.06,24.44858,-9.558754,3.986377,0.3298509,-0.0002622604,0.003138185
14.08,24.52831,-9.556081,3.986372,0.3299103,-0.0002503395,0.002972782
14.1,24.60804,-9.553407,3.986367,0.329965,-0.0002264977,0.002732873
14.12,24.68776,-9.550732,3.986263,0.3312164,-0.005197525,0.06257296
14.14,24.76749,-9.548032,3.986262,0.3312348,-7.152557E-05,0.0009179115
14.16,24.84721,-9.545331,3.98626,0.3312505,-7.152557E-05,0.0007867813
14.18,24.92694,-9.54263,3.986259,0.3312661,-5.960464E-05,0.0007778406
14.2,25.00666,-9.539928,3.986258,0.3312791,-5.960464E-05,0.0006496906
14.22,25.08639,-9.537227,3.986257,0.3312919,-4.768372E-05,0.0006392598
14.24,25.16611,-9.534525,3.986256,0.3313033,-4.768372E-05,0.0005736947
14.26,25.24584,-9.531823,3.986255,0.3313146,-4.768372E-05,0.000564754
14.28,25.32557,-9.52912,3.986254,0.3313246,-3.576279E-05,0.000500679
14.3,25.40529,-9.526418,3.986254,0.3313335,-3.576279E-05,0.0004455447
14.32,25.48502,-9.523715,3.986253,0.3313419,-4.768372E-05,0.0004157424
14.34,25.56474,-9.521012,3.986252,0.3313502,-3.576279E-05,0.0004172325
14.36,25.64447,-9.51831,3.986252,0.3313572,-1.192093E-05,0.0003516674
14.38,25.72419,-9.515607,3.986251,0.3313643,-3.576279E-05,0.0003516674
14.4,25.80392,-9.512903,3.986251,0.3313698,-2.384186E-05,0.0002786517
14.42,25.88364,-9.5102,3.98625,0.3313754,-2.384186E-05,0.0002771616
14.44,25.96337,-9.507496,3.98625,0.3313808,-2.384186E-05,0.000269711
14.46,26.04309,-9.504792,3.986249,0.3313852,-1.192093E-05,0.0002220273
14.48,26.12282,-9.502089,3.986249,0.3313891,-2.384186E-05,0.0001937151
14.5,26.20254,-9.499385,3.986249,0.331393,-1.192093E-05,0.0001952052
14.52,26.28227,-9.496681,3.986248,0.3313971,-2.384186E-05,0.0002041459
14.54,26.36199,-9.493978,3.986248,0.3314006,-1.192093E-05,0.0001758337
14.56,26.44172,-9.491274,3.986248,0.3314045,-1.192093E-05,0.0001952052
14.58,26.52144,-9.48857,3.986248,0.331408,-1.192093E-05,0.0001758337
14.6,26.60117,-9.485866,3.986247,0.3314104,-1.192093E-05,0.0001192093
14.62,26.68089,-9.483161,3.986247,0.331413,-1.192093E-05,0.0001311302
14.64,26.76062,-9.480456,3.986247,0.3314139,-1.192093E-05,4.470348E-05
14.66,26.84035,-9.477752,3.986247,0.3314152,0,6.556511E-05
14.68,26.92007,-9.475047,3.986247,0.3314162,0,4.61936E-05
